OBJECTID,OBJECTCLASS,OBJECTSUBCLASS,DESCRIPTION,REPOSITORY,CREATEDDATE,UPDATEDDATE,TRANSFERDATE,EXPIRATIONDATE,RENEWALMODE,RENEWALPERIOD,PREPAIDPERIOD,PAIDUNTILDATE,ACCOUNTINGDATE,FINALIZATIONDATE,FAILUREDATE,NEXTACTION,NEXTACTIONDATE,NAMESERVER,INTERNALNAMESERVER,STATUS,OWNERCONTACT,ADMINCONTACT,TECHCONTACT,BILLINGCONTACT,ROID,TRANSFERLOCK,ADDON-PROXY,ADDON-TRUSTEE,MISSINGPARAMETER,INVALIDPARAMETER,CLAIMKEY,TRANSFER-DIRECTION,TRANSFER-CREATEDDATE,TRANSFER-STATUS,TRANSFER-OLDREGISTRAR,TRANSFER-NEWREGISTRAR,User,SubUser,SubSubUsers
google123aszdfzdxf.com,DOMAIN,COM,google123aszdfzdxf.com,COM-OTE-1API1,2018-03-23 15:32:15,2018-04-07 15:45:15,0000-00-00 00:00:00,2026-03-23 15:32:15,AUTORENEW,1Y,0,2026-03-23 15:32:15,2026-03-18 15:32:15,2026-03-24 15:32:15,2026-05-06 15:32:15,pay,2026-03-18 15:32:15,ns1.registrant-verification.ispapi.net ns3.registrant-verification.ispapi.net ns2.registrant-verification.ispapi.net,ns3.registrant-verification.ispapi.net ns1.registrant-verification.ispapi.net ns2.registrant-verification.ispapi.net,ACTIVE,P-ABC123,P-ABC123,P-ABC123,P-ABC123,,0,0,,,,,,,,,,test.user,,
test-041.com.au,DOMAIN,COMAU,test-041.com.au,OPENSRS-OTE-1API1,2018-03-02 10:43:09,2018-03-02 10:39:12,0000-00-00 00:00:00,2020-03-01 10:43:09,AUTORENEW,1Y,1Y,2021-03-01 10:43:09,2021-02-22 10:43:09,2020-02-29 10:43:09,2021-03-30 10:43:09,expireunpaid,2021-03-30 10:43:09,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-TUH1260830,P-TUH1260830,P-TUH1260830,P-TUH1260830,,,,,,,,,,,,,test.user,,
fifwefwef.radio.am,DOMAIN,RADIOAM,fifwefwef.radio.am,AM-OTE-1API1,2018-03-23 12:06:06,2018-03-23 12:06:06,0000-00-00 00:00:00,2022-03-23 00:00:00,AUTORENEW,1Y,1Y,2023-03-23 00:00:00,2023-03-15 00:00:00,2022-03-22 00:00:00,2023-03-22 00:00:00,expireunpaid,2023-03-22 00:00:00,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-TUH1260830,P-TUH1260830,P-TUH1260830,P-TUH1260830,,0,0,,,,,,,,,,test.user,,
test-004.name,DOMAIN,NAMESLD,test-004.name,VNDS-OTE-1API1,2018-03-13 15:13:30,2021-03-14 07:00:49,0000-00-00 00:00:00,2026-03-12 15:13:30,AUTORENEW,1Y,0,2026-03-12 15:13:30,2026-03-07 15:13:30,2026-03-13 15:13:30,2026-04-25 15:13:30,pay,2026-03-07 15:13:30,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-TUH1260830,P-TUH1504949,P-TUH1260830,P-TUH1260830,,0,0,,,,,,,,,,test.user,,
test-040.fi,DOMAIN,FI,test-040.fi,FIEPP-OTE-1API1,2018-03-02 10:30:25,2018-03-02 10:30:20,2018-03-03 02:58:37,2023-03-02 10:30:25,AUTORENEW,1Y,1Y,2024-03-01 10:30:25,2024-02-23 10:30:25,2023-03-01 10:30:25,2024-03-27 10:30:25,expireunpaid,2024-03-27 10:30:25,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-TUH1260830,P-TUH1260830,P-TUH1260830,P-TUH1260830,,,,,,,,,,,,,test.user,,
xn--mller-kva.name,DOMAIN,NAMESLD,müller.name,VNDS-OTE-1API1,2018-03-20 07:21:00,2018-03-20 07:21:20,0000-00-00 00:00:00,2026-03-19 07:21:00,AUTORENEW,1Y,0,2026-03-19 07:21:00,2026-03-14 07:21:00,2026-03-20 07:21:00,2026-05-02 07:21:00,pay,2026-03-14 07:21:00,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-TUH1260830,P-TUH1260830,P-TUH1260830,P-TUH1260830,,0,0,,,,,,,,,,test.user,,
test-902.name,DOMAIN,NAMESLD,test-902.name,VNDS-OTE-1API1,2018-03-23 08:19:58,2021-03-24 07:00:53,0000-00-00 00:00:00,2026-03-22 08:19:58,AUTORENEW,1Y,0,2026-03-22 08:19:58,2026-03-17 08:19:58,2026-03-23 08:19:58,2026-05-05 08:19:58,pay,2026-03-17 08:19:58,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-TUH1260830,P-TUH1260830,P-TUH1260830,P-TUH1260830,,0,0,,,,,,,,,,test.user,,
test-401.name,DOMAIN,NAMESLD,test-401.name,VNDS-OTE-1API1,2018-03-20 17:11:13,2021-03-21 07:00:59,0000-00-00 00:00:00,2026-03-19 17:11:13,AUTORENEW,1Y,0,2026-03-19 17:11:13,2026-03-14 17:11:13,2026-03-20 17:11:13,2026-05-02 17:11:13,pay,2026-03-14 17:11:13,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-TUH1260830,P-TUH1260830,P-TUH1260830,P-TUH1260830,,0,0,,,,,,,,,,test.user,,
xn--80aeafoq9bkjl.xn--80aa8axc.name,DOMAIN,NAME,здравствуй.маша.name,VNDS-OTE-1API1,2018-03-21 07:18:38,2018-03-21 07:19:07,0000-00-00 00:00:00,2026-03-20 07:18:38,AUTORENEW,1Y,0,2026-03-20 07:18:38,2026-03-15 07:18:38,2026-03-21 07:18:38,2026-05-03 07:18:38,pay,2026-03-15 07:18:38,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-TUH1260830,P-TUH1260830,P-TUH1260830,P-TUH1260830,,0,0,,,,,,,,,,test.user,,
xn--e1alacx4f.name,DOMAIN,NAMESLD,мюллер.name,VNDS-OTE-1API1,2018-03-20 07:22:42,2018-03-20 07:22:59,0000-00-00 00:00:00,2026-03-19 07:22:42,AUTORENEW,1Y,0,2026-03-19 07:22:42,2026-03-14 07:22:42,2026-03-20 07:22:42,2026-05-02 07:22:42,pay,2026-03-14 07:22:42,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-TUH1260830,P-TUH1260830,P-TUH1260830,P-TUH1260830,,0,0,,,,,,,,,,test.user,,
anthony123.com,DOMAIN,COM,anthony123.com,COM-OTE-1API1,2018-03-13 09:02:26,2018-03-28 09:15:13,0000-00-00 00:00:00,2026-03-13 09:02:26,AUTORENEW,1Y,0,2026-03-13 09:02:26,2026-03-08 09:02:26,2026-03-14 09:02:26,2026-04-26 09:02:26,pay,2026-03-08 09:02:26,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE clientTransferProhibited,P-TSH1424717,P-TSH1424717,P-TSH1424717,P-TSH1424717,,1,0,,,,,,,,,,test.user,,
test.another-domain.name,DOMAIN,NAME,test.another-domain.name,VNDS-OTE-1API1,2018-03-21 07:02:24,2021-03-22 07:00:32,0000-00-00 00:00:00,2026-03-20 07:02:24,AUTORENEW,1Y,0,2026-03-20 07:02:24,2026-03-15 07:02:24,2026-03-21 07:02:24,2026-05-03 07:02:24,pay,2026-03-15 07:02:24,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-TUH1260830,P-TUH1260830,P-TUH1260830,P-TUH1260830,,0,0,,,,,,,,,,test.user,,
test-301.travel,DOMAIN,TRAVEL,test-301.travel,ARI-OTE-1API1,2018-04-25 15:34:54,2018-07-10 08:01:00,0000-00-00 00:00:00,2025-04-25 15:34:54,AUTORENEW,1Y,1Y,2026-04-25 15:34:54,2026-04-20 15:34:54,2025-04-26 15:34:54,2026-06-08 15:34:54,finalize,2025-04-26 15:34:54,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE clientTransferProhibited,09cdaffd0a250a5a,P-TUH1260830,P-TUH1260830,P-TUH1260830,,1,,,,,,,,,,,test.user,,
test-001.ninja,DOMAIN,NINJA,test-001.ninja,DONUTS-OTE-1API1,2018-04-05 14:02:57,2022-07-14 08:21:01,0000-00-00 00:00:00,2026-04-05 14:02:57,AUTORENEW,1Y,0,2026-04-05 14:02:57,2026-04-06 14:02:57,2026-05-10 14:02:57,2026-05-19 14:02:57,pay,2026-04-06 14:02:57,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-TUH1260830,P-TUH1260830,P-TUH1260830,P-TUH1260830,,0,WHOISTRUSTEE_DONUTS,,,,,,,,,,test.user,,
test-302.travel,DOMAIN,TRAVEL,test-302.travel,ARI-OTE-1API1,2018-04-25 15:49:21,2018-05-04 17:31:02,0000-00-00 00:00:00,2025-04-25 15:49:21,AUTORENEW,1Y,1Y,2026-04-25 15:49:21,2026-04-20 15:49:21,2025-04-26 15:49:21,2026-06-08 15:49:21,finalize,2025-04-26 15:49:21,ns1.ispapi.net ns1.hexonet.net ns.test-302.travel,ns1.ispapi.net ns1.hexonet.net ns1.hexonet.net ns1.hexonet.net,ACTIVE clientTransferProhibited,09cdaffd0a250a5a,P-TUH1260830,P-DDE1394324,P-TUH1260830,,1,,,,,,,,,,,test.user,,
test-001.bar,DOMAIN,BAR,test-001.bar,CENTRALNIC-OTE-1API,2018-04-05 13:59:18,2018-04-05 13:59:18,0000-00-00 00:00:00,2026-04-05 23:59:59,AUTORENEW,1Y,0,2026-04-05 23:59:59,2026-04-05 23:59:59,2026-05-19 23:59:59,2026-05-19 23:59:59,pay,2026-04-05 23:59:59,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-TUH1260830,P-TUH1260830,P-TUH1260830,P-TUH1260830,,0,0,,,,,,,,,,test.user,,
sylvia1234.com,DOMAIN,COM,sylvia1234.com,COM-OTE-1API1,2018-04-25 12:20:59,2018-04-25 12:37:48,0000-00-00 00:00:00,2026-04-25 12:20:59,AUTORENEW,1Y,0,2026-04-25 12:20:59,2026-04-20 12:20:59,2026-04-26 12:20:59,2026-06-08 12:20:59,pay,2026-04-20 12:20:59,ns3.hexonet.net ns1.hexonet.net ns2.hexonet.net,ns1.hexonet.net ns3.hexonet.net ns2.hexonet.net ns1.hexonet.net ns1.hexonet.net,ACTIVE,P-TUH1260830,P-TUE1378125,P-TUH1260830,P-TUH1260830,,0,0,,,,,,,,,,test.user,,
test-001.bike,DOMAIN,BIKE,test-001.bike,DONUTS-OTE-1API1,2018-04-12 16:25:10,2022-07-14 08:21:04,0000-00-00 00:00:00,2026-04-12 16:25:10,AUTORENEW,1Y,0,2026-04-12 16:25:10,2026-04-07 16:25:10,2026-04-13 16:25:10,2026-05-26 16:25:10,pay,2026-04-07 16:25:10,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-TUH1260830,P-TUH1260830,P-TUH1260830,P-TUH1260830,,0,WHOISTRUSTEE_DONUTS,,,,,,,,,,test.user,,
test-008.dk,DOMAIN,DK,test-008.dk,DK-OTE-1API1,2018-04-24 07:00:41,2018-04-24 07:00:41,0000-00-00 00:00:00,2024-04-22 07:00:41,AUTORENEW,1Y,1Y,2025-04-22 07:00:41,2025-04-14 07:00:41,2024-04-19 07:00:41,2025-04-19 07:00:41,expireunpaid,2025-04-19 07:00:41,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,REQUESTEDCREATE,P-TUH1520124,P-TUH1260830,P-TUH1260830,P-TUH1260830,,,,,,,,,,,,,test.user,,
test-911.name,DOMAIN,NAMESLD,test-911.name,VNDS-OTE-1API1,2018-04-06 08:23:56,2021-04-07 07:00:33,0000-00-00 00:00:00,2026-04-05 08:23:56,AUTORENEW,1Y,0,2026-04-05 08:23:56,2026-03-31 08:23:56,2026-04-06 08:23:56,2026-05-19 08:23:56,pay,2026-03-31 08:23:56,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-TUH1260830,P-TUH1260830,P-TUH1260830,P-TUH1260830,,0,0,,,,,,,,,,test.user,,
test-009.dk,DOMAIN,DK,test-009.dk,DK-OTE-1API1,2018-04-24 07:04:40,2018-04-24 07:04:40,0000-00-00 00:00:00,2024-04-22 07:04:40,AUTORENEW,1Y,1Y,2025-04-22 07:04:40,2025-04-14 07:04:40,2024-04-19 07:04:40,2025-04-19 07:04:40,expireunpaid,2025-04-19 07:04:40,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,REQUESTEDCREATE,P-TUH1260830,P-TUH1260830,P-TUH1260830,P-TUH1260830,,,,,,,,,,,,,test.user,,
test-202.travel,DOMAIN,TRAVEL,test-202.travel,ARI-OTE-1API1,2018-04-25 13:57:43,2018-07-09 17:20:18,0000-00-00 00:00:00,2025-04-25 13:57:43,AUTORENEW,1Y,1Y,2026-04-25 13:57:43,2026-04-20 13:57:43,2025-04-26 13:57:43,2026-06-08 13:57:43,finalize,2025-04-26 13:57:43,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE clientTransferProhibited,095d1cd91cc8fd4c,P-TUH1260830,P-TUH1260830,P-TUH1260830,,1,,,,,,,,,,,test.user,,
premium.de,DOMAIN,DE,premium.de,DENIC-OTE-20332,2018-04-24 09:31:31,2018-04-24 09:31:31,0000-00-00 00:00:00,2026-04-28 09:31:31,AUTORENEW,1Y,0,2026-04-28 09:31:31,2026-04-21 09:31:31,2026-04-27 09:31:31,2026-04-27 09:31:31,pay,2026-04-21 09:31:31,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-TUH1260830,P-TUH1260830,P-TUH1260830,P-TUH1260830,,0,,,,,,,,,,,test.user,,
testdomain2018-04-09.com,DOMAIN,COM,testdomain2018-04-09.com,COM-OTE-1API1,2018-04-09 15:04:22,2018-04-24 15:15:16,0000-00-00 00:00:00,2026-04-09 15:04:22,AUTORENEW,1Y,0,2026-04-09 15:04:22,2026-04-04 15:04:22,2026-04-10 15:04:22,2026-05-23 15:04:22,pay,2026-04-04 15:04:22,ns2.dns24.hu ns1.dns24.hu ns3.dns24.hu ns4.dns24.hu,,ACTIVE,P-ICP1517500,P-ICP1517500,P-ICP1517500,P-ICP1517500,,0,0,,,,,,,,,,test.user,,
test-201.travel,DOMAIN,TRAVEL,test-201.travel,ARI-OTE-1API1,2018-04-25 13:49:37,2018-07-11 20:12:29,0000-00-00 00:00:00,2025-04-25 13:49:37,AUTORENEW,1Y,1Y,2026-04-25 13:49:37,2026-04-20 13:49:37,2025-04-26 13:49:37,2026-06-08 13:49:37,finalize,2025-04-26 13:49:37,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-TUH1260830,P-TUH1260830,P-TUH1260830,P-TUH1260830,,0,,,,,,,,,,,test.user,,
test-403.travel,DOMAIN,TRAVEL,test-403.travel,ARI-OTE-1API1,2018-04-26 14:41:11,2018-05-12 14:15:12,0000-00-00 00:00:00,2025-04-26 14:41:11,AUTORENEW,1Y,1Y,2026-04-26 14:41:11,2026-04-21 14:41:11,2025-04-27 14:41:11,2026-06-09 14:41:11,finalize,2025-04-27 14:41:11,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE clientTransferProhibited,13334NNNBBB555,P-TUH1260830,P-TUH1260830,P-TUH1260830,,1,,,,,,,,,,,test.user,,
domainu2k.ie,DOMAIN,IE,domainu2k.ie,IE-OTE-1API1,2018-04-30 10:09:32,2018-04-30 10:09:32,0000-00-00 00:00:00,2019-04-30 10:09:32,AUTORENEW,1Y,1Y,2020-04-29 10:09:32,2020-04-22 10:09:32,2019-04-29 10:09:32,2020-07-07 10:09:32,expireunpaid,2020-07-07 10:09:32,ns-155-b.gnadi.net ns-80-a.gnadi.net ns-124-c.gnadi.net,,PENDINGCREATE,SG3160-GNDIE,SG3160-GNDIE,SG3160-GNDIE,SG3160-GNDIE,,0,,,,,,,,,,,test.user,,
test-701.travel,DOMAIN,TRAVEL,test-701.travel,ARI-OTE-1API1,2018-05-07 08:26:27,2018-05-07 08:29:17,0000-00-00 00:00:00,2025-05-07 08:26:27,AUTORENEW,1Y,1Y,2026-05-07 08:26:27,2026-05-02 08:26:27,2025-05-08 08:26:27,2026-06-20 08:26:27,finalize,2025-05-08 08:26:27,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE clientTransferProhibited,09d9cfd5560c18fc,P-TUH1260830,P-TUH1260830,P-TUH1260830,,1,,,,,,,,,,,test.user,,
testdomain-2-180501.org,DOMAIN,ORG,testdomain-2-180501.org,ORG-OTE-1API1,2018-05-01 00:01:00,2018-05-15 12:16:30,2018-05-15 12:14:21,2026-04-30 00:01:00,AUTORENEW,1Y,0,2026-04-30 00:01:00,2026-04-25 00:01:00,2026-05-01 00:01:00,2026-06-13 00:01:00,pay,2026-04-25 00:01:00,ns3.hexonet.net ns1.hexonet.net ns2.hexonet.net,ns1.hexonet.net ns3.hexonet.net ns2.hexonet.net ns1.hexonet.net ns1.hexonet.net,ACTIVE clientTransferProhibited,AUTO-DAC-1523332,AUTO-DAC-737493,AUTO-DAC-737493,AUTO-DAC-737493,,1,0,,,,,,,,,,test.user,,
test-502.dk,DOMAIN,DK,test-502.dk,DK-OTE-1API1,2018-05-17 14:02:40,2018-05-17 14:02:40,0000-00-00 00:00:00,2024-05-15 14:02:40,AUTORENEW,1Y,1Y,2025-05-15 14:02:40,2025-05-07 14:02:40,2024-05-12 14:02:40,2025-05-12 14:02:40,expireunpaid,2025-05-12 14:02:40,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,REQUESTEDCREATE,P-TUH1260830,P-TML1523897,P-TUH1260830,P-TUH1260830,,,,,,,,,,,,,test.user,,
test-601.travel,DOMAIN,TRAVEL,test-601.travel,ARI-OTE-1API1,2018-05-04 16:23:41,2018-05-04 16:57:15,0000-00-00 00:00:00,2025-05-04 16:23:41,AUTORENEW,1Y,1Y,2026-05-04 16:23:41,2026-04-29 16:23:41,2025-05-05 16:23:41,2026-06-17 16:23:41,finalize,2025-05-05 16:23:41,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE clientTransferProhibited,09qtXOI3HZ,P-TUH1260830,P-TUH1260830,P-TUH1260830,,1,,,,,,,,,,,test.user,,
addfastlikes.com,DOMAIN,COM,addfastlikes.com,COM-OTE-1API1,2018-05-01 23:20:14,2022-02-07 17:19:26,0000-00-00 00:00:00,2026-05-01 23:20:14,AUTORENEW,1Y,0,2026-05-01 23:20:14,2026-04-26 23:20:14,2026-05-02 23:20:14,2026-06-14 23:20:14,pay,2026-04-26 23:20:14,ns1.hexonet.net ns2.hexonet.net ns4.hexonet.net,ns1.hexonet.net ns2.hexonet.net ns1.hexonet.net ns1.hexonet.net,ACTIVE,FRONT-END-TEST0000001,P-NBS530988,P-NBS530988,P-NBS530988,,0,0,,,,,,,,,,test.user,,
test-602.dk,DOMAIN,DK,test-602.dk,DK-OTE-1API1,2018-05-18 12:14:51,2018-05-18 12:14:51,0000-00-00 00:00:00,2024-05-16 12:14:51,AUTORENEW,1Y,1Y,2025-05-16 12:14:51,2025-05-08 12:14:51,2024-05-13 12:14:51,2025-05-13 12:14:51,expireunpaid,2025-05-13 12:14:51,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,REQUESTEDCREATE,P-TUH1260830,P-TML1524351,P-TUH1260830,P-TUH1260830,,,,,,,,,,,,,test.user,,
test-505.dk,DOMAIN,DK,test-505.dk,DK-OTE-1API1,2018-05-17 15:38:00,2018-05-17 15:38:00,0000-00-00 00:00:00,2024-05-15 15:38:00,AUTORENEW,1Y,1Y,2025-05-15 15:38:00,2025-05-07 15:38:00,2024-05-12 15:38:00,2025-05-12 15:38:00,expireunpaid,2025-05-12 15:38:00,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,REQUESTEDCREATE,P-TUH1523910,P-TML1523909,P-TUH1260830,P-TUH1260830,,,,,,,,,,,,,test.user,,
lechocolattoujours.fr,DOMAIN,FR,lechocolattoujours.fr,AFNIC-OTE-1API1,2018-04-27 09:48:42,2018-04-27 09:48:41,0000-00-00 00:00:00,2026-04-25 09:48:42,AUTORENEW,1Y,0,2026-04-25 09:48:42,2026-04-18 09:48:42,2026-04-24 09:48:42,2026-04-24 09:48:42,pay,2026-04-18 09:48:42,,,ACTIVE,P-STS1520651,P-TUH1260830,P-TUH1260830,P-TUH1260830,,,,,,,,,,,,,test.user,,
test-503.travel,DOMAIN,TRAVEL,test-503.travel,ARI-OTE-1API1,2018-04-27 16:48:47,2018-05-15 12:15:14,0000-00-00 00:00:00,2025-04-27 16:48:47,AUTORENEW,1Y,1Y,2026-04-27 16:48:47,2026-04-22 16:48:47,2025-04-28 16:48:47,2026-06-10 16:48:47,finalize,2025-04-28 16:48:47,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE clientTransferProhibited,09d9cfd5560c18fc,P-TUH1260830,P-TUH1260830,P-TUH1260830,,1,,,,,,,,,,,test.user,,
test-506.dk,DOMAIN,DK,test-506.dk,DK-OTE-1API1,2018-05-17 17:33:31,2018-05-17 17:33:31,0000-00-00 00:00:00,2024-05-15 17:33:31,AUTORENEW,1Y,1Y,2025-05-15 17:33:31,2025-05-07 17:33:31,2024-05-12 17:33:31,2025-05-12 17:33:31,expireunpaid,2025-05-12 17:33:31,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,REQUESTEDCREATE,P-TML1523940,P-TUH1523939,P-TUH1260830,P-TUH1260830,,,,,,,,,,,,,test.user,,
test-404.travel,DOMAIN,TRAVEL,test-404.travel,ARI-OTE-1API1,2018-04-26 14:49:15,2018-05-12 14:15:13,0000-00-00 00:00:00,2025-04-26 14:49:15,AUTORENEW,1Y,1Y,2026-04-26 14:49:15,2026-04-21 14:49:15,2025-04-27 14:49:15,2026-06-09 14:49:15,finalize,2025-04-27 14:49:15,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE clientTransferProhibited,09cdaffd0a250a5a,P-TUH1260830,P-QIH1520672,P-TUH1260830,,1,,,,,,,,,,,test.user,,
test-501.travel,DOMAIN,TRAVEL,test-501.travel,ARI-OTE-1API1,2018-04-27 16:05:54,2018-07-11 15:46:52,0000-00-00 00:00:00,2025-04-27 16:05:54,AUTORENEW,1Y,1Y,2026-04-27 16:05:54,2026-04-22 16:05:54,2025-04-28 16:05:54,2026-06-10 16:05:54,finalize,2025-04-28 16:05:54,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE clientTransferProhibited,09d9cfd5560c18fc,P-TUH1260830,P-TUH1260830,P-TUH1260830,,1,,,,,,,,,,,test.user,,
testdomain-1-180514.org,DOMAIN,ORG,testdomain-1-180514.org,ORG-OTE-1API1,2018-05-14 00:00:55,2018-05-15 12:16:29,2018-05-15 12:14:14,2026-05-13 00:00:55,AUTORENEW,1Y,0,2026-05-13 00:00:55,2026-05-08 00:00:55,2026-05-14 00:00:55,2026-06-26 00:00:55,pay,2026-05-08 00:00:55,ns3.hexonet.net ns1.hexonet.net ns2.hexonet.net,ns1.hexonet.net ns3.hexonet.net ns2.hexonet.net ns1.hexonet.net ns1.hexonet.net,ACTIVE clientTransferProhibited,AUTO-DAC-1523330,AUTO-DAC-737493,AUTO-DAC-737493,AUTO-DAC-737493,,1,0,,,,,,,,,,test.user,,
test-012.dk,DOMAIN,DK,test-012.dk,DK-OTE-1API1,2018-05-09 13:49:01,2018-05-09 13:49:01,0000-00-00 00:00:00,2024-05-07 13:49:01,AUTORENEW,1Y,1Y,2025-05-07 13:49:01,2025-04-29 13:49:01,2024-05-04 13:49:01,2025-05-04 13:49:01,expireunpaid,2025-05-04 13:49:01,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,REQUESTEDCREATE,P-TUH1260830,P-TUH1260830,P-TUH1260830,P-TUH1260830,,,,,,,,,,,,,test.user,,
test-010.dk,DOMAIN,DK,test-010.dk,DK-OTE-1API1,2018-05-08 16:06:39,2018-05-08 16:06:39,0000-00-00 00:00:00,2024-05-06 16:06:39,AUTORENEW,1Y,1Y,2025-05-06 16:06:39,2025-04-28 16:06:39,2024-05-03 16:06:39,2025-05-03 16:06:39,expireunpaid,2025-05-03 16:06:39,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,REQUESTEDCREATE,P-TUH1260830,P-TUH1260830,P-TUH1260830,P-TUH1260830,,,,,,,,,,,,,test.user,,
testdomain-1-180501.org,DOMAIN,ORG,testdomain-1-180501.org,ORG-OTE-1API1,2018-05-01 00:00:57,2018-05-15 12:16:29,2018-05-15 12:14:11,2026-04-30 00:00:57,AUTORENEW,1Y,0,2026-04-30 00:00:57,2026-04-25 00:00:57,2026-05-01 00:00:57,2026-06-13 00:00:57,pay,2026-04-25 00:00:57,ns3.hexonet.net ns1.hexonet.net ns2.hexonet.net,ns1.hexonet.net ns3.hexonet.net ns2.hexonet.net ns1.hexonet.net ns1.hexonet.net,ACTIVE clientTransferProhibited,AUTO-DAC-1523328,AUTO-DAC-737493,AUTO-DAC-737493,AUTO-DAC-737493,,1,0,,,,,,,,,,test.user,,
test-011.dk,DOMAIN,DK,test-011.dk,DK-OTE-1API1,2018-05-08 16:07:44,2018-05-08 16:07:44,0000-00-00 00:00:00,2024-05-06 16:07:44,AUTORENEW,1Y,1Y,2025-05-06 16:07:44,2025-04-28 16:07:44,2024-05-03 16:07:44,2025-05-03 16:07:44,expireunpaid,2025-05-03 16:07:44,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,REQUESTEDCREATE,P-TUH1260830,P-TUH1260830,P-TUH1260830,P-TUH1260830,,,,,,,,,,,,,test.user,,
test-604.dk,DOMAIN,DK,test-604.dk,DK-OTE-1API1,2018-05-18 17:18:15,2018-05-18 17:18:15,0000-00-00 00:00:00,2024-05-16 17:18:15,AUTORENEW,1Y,1Y,2025-05-16 17:18:15,2025-05-08 17:18:15,2024-05-13 17:18:15,2025-05-13 17:18:15,expireunpaid,2025-05-13 17:18:15,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,REQUESTEDCREATE,P-DMP1524429,P-TUE1524428,P-TUH1260830,P-TUH1260830,,,,,,,,,,,,,test.user,,
test-502.travel,DOMAIN,TRAVEL,test-502.travel,ARI-OTE-1API1,2018-04-27 16:29:52,2018-05-19 15:45:13,0000-00-00 00:00:00,2025-04-27 16:29:52,AUTORENEW,1Y,1Y,2026-04-27 16:29:52,2026-04-22 16:29:52,2025-04-28 16:29:52,2026-06-10 16:29:52,finalize,2025-04-28 16:29:52,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE clientTransferProhibited,09qtXOI3HZ,P-TUH1260830,P-TUH1260830,P-TUH1260830,,1,,,,,,,,,,,test.user,,
